,your_best(red)
,<Average Winning Rate>
your_base1,-0.0
your_base2,0.9
your_base3,0.8
baseline,1.0
Num_Win,3.0
Avg_Winning_Rate,0.675
,<Average Scores>
your_base1,0.0
your_base2,2.5
your_base3,1.1
baesline,3.8
Avg_Score,1.85
